Group,Sample,Path,Shape,RawTrueFraction,FinalPorosity,Inverted,CleanPorosity,SmallObjectMinSize,Connectivity,NumPores,NumThroats,MeanCN_AllPores,MeanCN_ConnectedPores,MedianCN_AllPores,MaxCN,FracCN0,FracCN1,FracCN2,FracCN_ge3,FracCN_ge4,RuntimeSeconds
GT,sample_z0_y128_x512.npy,..\dataset\NPY\Bentheimer\sample_z0_y128_x512.npy,256x256x256,0.7244753241539001,0.27552467584609985,True,0.27527815103530884,34,3,1750,2533,2.894857142857143,3.218551461245235,2.0,55,0.10057142857142858,0.36914285714285716,0.10914285714285714,0.42114285714285715,0.3062857142857143,23.088685750961304
GT,sample_z0_y128_x640.npy,..\dataset\NPY\Bentheimer\sample_z0_y128_x640.npy,256x256x256,0.7331427335739136,0.2668572664260864,True,0.2665831446647644,34,3,1798,2623,2.917686318131257,3.246287128712871,2.0,53,0.10122358175750834,0.3631813125695217,0.10567296996662959,0.42992213570634036,0.31090100111234703,23.303929805755615
GT,sample_z0_y256_x0.npy,..\dataset\NPY\Bentheimer\sample_z0_y256_x0.npy,256x256x256,0.7291280031204224,0.27087199687957764,True,0.27063482999801636,34,3,1605,2360,2.940809968847352,3.2960893854748603,2.0,54,0.10778816199376948,0.33769470404984425,0.12149532710280374,0.43302180685358255,0.3177570093457944,22.181498527526855
GT,sample_z0_y256_x128.npy,..\dataset\NPY\Bentheimer\sample_z0_y256_x128.npy,256x256x256,0.6906751990318298,0.30932480096817017,True,0.3091299533843994,34,3,1499,2482,3.3115410273515677,3.6553755522827687,2.0,58,0.09406270847231488,0.3275517011340894,0.11207471647765177,0.46631087391594395,0.3575717144763175,22.296385526657104
GT,sample_z0_y256_x256.npy,..\dataset\NPY\Bentheimer\sample_z0_y256_x256.npy,256x256x256,0.7137491106987,0.28625088930130005,True,0.28601521253585815,34,3,1518,2466,3.2490118577075098,3.6052631578947367,2.0,56,0.09881422924901186,0.3432147562582345,0.10144927536231885,0.45652173913043476,0.35507246376811596,22.815935373306274
GT,sample_z0_y256_x384.npy,..\dataset\NPY\Bentheimer\sample_z0_y256_x384.npy,256x256x256,0.7379382252693176,0.2620617747306824,True,0.2617843747138977,34,3,1515,2154,2.8435643564356434,3.2245508982035926,2.0,61,0.11815181518151815,0.3504950495049505,0.11815181518151815,0.4132013201320132,0.29306930693069305,21.98311138153076
GT,sample_z0_y256_x512.npy,..\dataset\NPY\Bentheimer\sample_z0_y256_x512.npy,256x256x256,0.7286715507507324,0.2713284492492676,True,0.27108508348464966,34,3,1616,2368,2.9306930693069306,3.272978576364893,2.0,35,0.10457920792079207,0.35457920792079206,0.11386138613861387,0.42698019801980197,0.3056930693069307,25.967538118362427
GT,sample_z0_y256_x640.npy,..\dataset\NPY\Bentheimer\sample_z0_y256_x640.npy,256x256x256,0.7390099167823792,0.26099008321762085,True,0.26072126626968384,34,3,1704,2526,2.964788732394366,3.3346534653465345,2.0,29,0.11091549295774648,0.3345070422535211,0.11678403755868545,0.43779342723004694,0.31866197183098594,20.810527563095093
GT,sample_z0_y384_x0.npy,..\dataset\NPY\Bentheimer\sample_z0_y384_x0.npy,256x256x256,0.7472060918807983,0.25279390811920166,True,0.252547025680542,34,3,1741,2506,2.878805284319357,3.231463571889104,2.0,33,0.10913268236645605,0.3463526708788053,0.11487650775416428,0.4296381390005744,0.3038483630097645,22.486788988113403
GT,sample_z0_y384_x128.npy,..\dataset\NPY\Bentheimer\sample_z0_y384_x128.npy,256x256x256,0.7575943470001221,0.24240565299987793,True,0.2421758770942688,34,3,1699,2525,2.9723366686286052,3.2877604166666665,2.0,31,0.0959387875220718,0.3566804002354326,0.10947616244849911,0.43790464979399646,0.3272513243084167,22.767582654953003
GT,sample_z0_y384_x256.npy,..\dataset\NPY\Bentheimer\sample_z0_y384_x256.npy,256x256x256,0.7430644035339355,0.25693559646606445,True,0.2566908597946167,34,3,1652,2452,2.9685230024213074,3.267155229846769,2.0,31,0.09140435835351089,0.3728813559322034,0.09745762711864407,0.43825665859564167,0.33232445520581116,22.36427664756775
GT,sample_z0_y384_x384.npy,..\dataset\NPY\Bentheimer\sample_z0_y384_x384.npy,256x256x256,0.7236636877059937,0.27633631229400635,True,0.2760797142982483,34,3,1581,2208,2.793168880455408,3.1033028812368237,2.0,37,0.09993674889310562,0.3864642631246047,0.08791903858317521,0.42567994939911447,0.32447817836812143,21.98577904701233
GT,sample_z0_y384_x512.npy,..\dataset\NPY\Bentheimer\sample_z0_y384_x512.npy,256x256x256,0.7191328406333923,0.28086715936660767,True,0.28061389923095703,34,3,1523,2121,2.7852921864740643,3.1168258633357824,2.0,35,0.10636900853578464,0.3736047275114905,0.09717662508207485,0.42284963887065,0.3066316480630335,21.736705541610718
GT,sample_z0_y384_x640.npy,..\dataset\NPY\Bentheimer\sample_z0_y384_x640.npy,256x256x256,0.7403639554977417,0.2596360445022583,True,0.25934475660324097,34,3,1623,2210,2.723351817621688,3.0737134909596664,2.0,29,0.11398644485520641,0.3659889094269871,0.11213801601971657,0.40788662969809,0.2963647566235367,20.508498668670654
GT,sample_z0_y512_x0.npy,..\dataset\NPY\Bentheimer\sample_z0_y512_x0.npy,256x256x256,0.7624492645263672,0.2375507354736328,True,0.23732894659042358,34,3,1622,2300,2.8360049321824907,3.205574912891986,2.0,18,0.11528976572133169,0.33847102342786684,0.10974106041923551,0.436498150431566,0.31134401972872994,18.50151777267456
GT,sample_z0_y512_x128.npy,..\dataset\NPY\Bentheimer\sample_z0_y512_x128.npy,256x256x256,0.7947264313697815,0.2052735686302185,True,0.2050548791885376,34,3,1850,2599,2.80972972972973,3.1483949121744397,2.0,38,0.10756756756756757,0.32594594594594595,0.11621621621621622,0.4502702702702703,0.31945945945945947,20.469051599502563
GT,sample_z0_y512_x256.npy,..\dataset\NPY\Bentheimer\sample_z0_y512_x256.npy,256x256x256,0.7558973431587219,0.24410265684127808,True,0.24386829137802124,34,3,1790,2513,2.8078212290502793,3.14125,2.0,57,0.10614525139664804,0.33854748603351953,0.11508379888268157,0.4402234636871508,0.30558659217877093,26.457564115524292
GT,sample_z0_y512_x384.npy,..\dataset\NPY\Bentheimer\sample_z0_y512_x384.npy,256x256x256,0.7262684106826782,0.2737315893173218,True,0.2735123038291931,34,3,1660,2303,2.774698795180723,3.0954301075268815,2.0,43,0.10361445783132531,0.3710843373493976,0.10361445783132531,0.42168674698795183,0.2993975903614458,25.712509870529175
GT,sample_z0_y512_x512.npy,..\dataset\NPY\Bentheimer\sample_z0_y512_x512.npy,256x256x256,0.720673680305481,0.27932631969451904,True,0.2790732979774475,34,3,1605,2196,2.736448598130841,3.1126860382707298,2.0,36,0.12087227414330218,0.37258566978193147,0.09968847352024922,0.40685358255451715,0.2909657320872274,23.270934581756592
GT,sample_z0_y512_x640.npy,..\dataset\NPY\Bentheimer\sample_z0_y512_x640.npy,256x256x256,0.7438620924949646,0.2561379075050354,True,0.2558138370513916,34,3,1708,2194,2.569086651053864,2.9509078681909884,1.0,25,0.12939110070257612,0.3916861826697892,0.10187353629976581,0.3770491803278688,0.2775175644028103,22.151570796966553
GT,sample_z0_y640_x0.npy,..\dataset\NPY\Bentheimer\sample_z0_y640_x0.npy,256x256x256,0.749186635017395,0.250813364982605,True,0.25059300661087036,34,3,1468,2122,2.891008174386921,3.19819140919367,2.0,20,0.09604904632152589,0.3446866485013624,0.11989100817438691,0.4393732970027248,0.32561307901907355,23.23217272758484
GT,sample_z0_y640_x128.npy,..\dataset\NPY\Bentheimer\sample_z0_y640_x128.npy,256x256x256,0.763738214969635,0.236261785030365,True,0.23604649305343628,34,3,1597,2330,2.917971195992486,3.22268326417704,2.0,46,0.09455228553537884,0.33876017532874136,0.10832811521603006,0.45835942391984974,0.33249843456480904,20.82862901687622
GT,sample_z0_y640_x256.npy,..\dataset\NPY\Bentheimer\sample_z0_y640_x256.npy,256x256x256,0.7429836988449097,0.25701630115509033,True,0.2567884922027588,34,3,1543,2147,2.782890473104342,3.11611030478955,2.0,59,0.10693454309786131,0.3370058327932599,0.11665586519766688,0.4394037589112119,0.304601425793908,23.456835508346558
GT,sample_z0_y640_x384.npy,..\dataset\NPY\Bentheimer\sample_z0_y640_x384.npy,256x256x256,0.7326701283454895,0.2673298716545105,True,0.2670823931694031,34,3,1565,2099,2.6824281150159743,3.0354302241503976,2.0,43,0.11629392971246007,0.35527156549520766,0.11309904153354633,0.41533546325878595,0.27859424920127795,22.772940158843994
GT,sample_z0_y640_x512.npy,..\dataset\NPY\Bentheimer\sample_z0_y640_x512.npy,256x256x256,0.7373796105384827,0.26262038946151733,True,0.2623226046562195,34,3,1676,2272,2.711217183770883,3.123024054982818,2.0,21,0.1318615751789976,0.35799522673031026,0.10143198090692124,0.4087112171837709,0.28878281622911695,19.843200206756592
GT,sample_z0_y640_x640.npy,..\dataset\NPY\Bentheimer\sample_z0_y640_x640.npy,256x256x256,0.7401790618896484,0.25982093811035156,True,0.2594752311706543,34,3,1917,2590,2.702138758476787,3.1374924288310115,1.0,19,0.1387584767866458,0.3656755346896192,0.10328638497652583,0.3922796035472092,0.2962962962962963,22.124595880508423
GT,sample_z128_y0_x0.npy,..\dataset\NPY\Bentheimer\sample_z128_y0_x0.npy,256x256x256,0.7374452352523804,0.26255476474761963,True,0.26233434677124023,34,3,1640,2419,2.95,3.2274849899933287,2.0,40,0.08597560975609755,0.3597560975609756,0.10975609756097561,0.4445121951219512,0.33658536585365856,25.060346126556396
GT,sample_z128_y0_x128.npy,..\dataset\NPY\Bentheimer\sample_z128_y0_x128.npy,256x256x256,0.7433919310569763,0.2566080689430237,True,0.2563871741294861,34,3,1674,2410,2.879330943847073,3.19205298013245,2.0,28,0.0979689366786141,0.3590203106332139,0.10454002389486261,0.43847072879330945,0.31899641577060933,23.187533855438232
GT,sample_z128_y0_x256.npy,..\dataset\NPY\Bentheimer\sample_z128_y0_x256.npy,256x256x256,0.7339602708816528,0.26603972911834717,True,0.2658146023750305,34,3,1587,2185,2.753623188405797,3.0580825752274317,2.0,29,0.09955891619407688,0.37114051669817266,0.11405166981726528,0.4152488972904852,0.28796471329552614,22.6142578125
GT,sample_z128_y0_x384.npy,..\dataset\NPY\Bentheimer\sample_z128_y0_x384.npy,256x256x256,0.7003682851791382,0.2996317148208618,True,0.299376904964447,34,3,1544,2118,2.743523316062176,3.047482014388489,2.0,37,0.09974093264248704,0.3853626943005181,0.10427461139896373,0.4106217616580311,0.29080310880829013,21.19967031478882
GT,sample_z128_y0_x512.npy,..\dataset\NPY\Bentheimer\sample_z128_y0_x512.npy,256x256x256,0.6735473275184631,0.32645267248153687,True,0.3262239694595337,34,3,1681,2425,2.8851873884592503,3.1824146981627295,2.0,64,0.09339678762641285,0.38072575847709694,0.1023200475907198,0.4235574063057704,0.30636525877453896,23.572059154510498
GT,sample_z128_y0_x640.npy,..\dataset\NPY\Bentheimer\sample_z128_y0_x640.npy,256x256x256,0.6945213079452515,0.30547869205474854,True,0.30524152517318726,34,3,1890,2806,2.969312169312169,3.295361127422196,2.0,65,0.09894179894179894,0.364021164021164,0.09894179894179894,0.4380952380952381,0.3253968253968254,26.269456386566162
GT,sample_z128_y128_x0.npy,..\dataset\NPY\Bentheimer\sample_z128_y128_x0.npy,256x256x256,0.7418344020843506,0.2581655979156494,True,0.2579501271247864,34,3,1697,2660,3.1349440188568063,3.4278350515463916,2.0,33,0.0854449027695934,0.32822628167354156,0.10783736004714202,0.47849145550972305,0.3594578668238067,23.13636827468872
GT,sample_z128_y128_x128.npy,..\dataset\NPY\Bentheimer\sample_z128_y128_x128.npy,256x256x256,0.7219327688217163,0.2780672311782837,True,0.2778536081314087,34,3,1789,2785,3.113471212968139,3.4298029556650245,2.0,34,0.092230296254891,0.33426495248742316,0.10564561207378424,0.4678591391839016,0.3476802683063164,25.926982641220093
GT,sample_z128_y128_x256.npy,..\dataset\NPY\Bentheimer\sample_z128_y128_x256.npy,256x256x256,0.7280222773551941,0.2719777226448059,True,0.27172744274139404,34,3,1644,2407,2.9282238442822384,3.270380434782609,2.0,26,0.10462287104622871,0.3497566909975669,0.11800486618004866,0.4276155717761557,0.3132603406326034,23.92277193069458
GT,sample_z128_y128_x384.npy,..\dataset\NPY\Bentheimer\sample_z128_y128_x384.npy,256x256x256,0.7366589903831482,0.2633410096168518,True,0.2630656361579895,34,3,1494,2033,2.7215528781793843,3.06405425772419,2.0,20,0.11178045515394913,0.3781793842034806,0.10776439089692101,0.40227576974564927,0.29049531459170014,25.807441234588623
GT,sample_z128_y128_x512.npy,..\dataset\NPY\Bentheimer\sample_z128_y128_x512.npy,256x256x256,0.6980406641960144,0.3019593358039856,True,0.30170929431915283,34,3,1622,2391,2.9482120838471024,3.2753424657534245,2.0,60,0.0998766954377312,0.3631319358816276,0.10789149198520345,0.42909987669543775,0.32244143033292233,26.634827136993408
GT,sample_z128_y128_x640.npy,..\dataset\NPY\Bentheimer\sample_z128_y128_x640.npy,256x256x256,0.7251653671264648,0.27483463287353516,True,0.2745537757873535,34,3,1881,2682,2.851674641148325,3.196662693682956,2.0,60,0.10792131844763424,0.3684210526315789,0.10047846889952153,0.42317916002126527,0.30462519936204147,27.98013925552368
GT,sample_z128_y256_x0.npy,..\dataset\NPY\Bentheimer\sample_z128_y256_x0.npy,256x256x256,0.7350760102272034,0.26492398977279663,True,0.26470524072647095,34,3,1585,2402,3.0309148264984227,3.3712280701754387,2.0,59,0.10094637223974763,0.32302839116719245,0.11041009463722397,0.465615141955836,0.34006309148264985,19.42042851448059
GT,sample_z128_y256_x128.npy,..\dataset\NPY\Bentheimer\sample_z128_y256_x128.npy,256x256x256,0.7062652707099915,0.29373472929000854,True,0.29354149103164673,34,3,1637,2559,3.1264508246792913,3.43029490616622,2.0,56,0.0885766646304215,0.3512522907758094,0.10445937690897984,0.45571166768478927,0.35491753207086135,24.59346866607666
GT,sample_z128_y256_x256.npy,..\dataset\NPY\Bentheimer\sample_z128_y256_x256.npy,256x256x256,0.7275773882865906,0.2724226117134094,True,0.2721893787384033,34,3,1569,2404,3.064372211599745,3.364590622813156,2.0,26,0.08922880815806246,0.3581899298916507,0.11153601019757807,0.44104525175270876,0.33588272785213513,22.264833450317383
GT,sample_z128_y256_x384.npy,..\dataset\NPY\Bentheimer\sample_z128_y256_x384.npy,256x256x256,0.7536879777908325,0.24631202220916748,True,0.24605119228363037,34,3,1448,1997,2.7582872928176796,3.08179012345679,2.0,17,0.10497237569060773,0.3777624309392265,0.11049723756906077,0.406767955801105,0.3011049723756906,21.059943437576294
GT,sample_z128_y256_x512.npy,..\dataset\NPY\Bentheimer\sample_z128_y256_x512.npy,256x256x256,0.7298929691314697,0.2701070308685303,True,0.2698296308517456,34,3,1561,2253,2.8866111467008326,3.2301075268817203,2.0,24,0.10634208840486867,0.35746316463805256,0.11018577834721333,0.4260089686098655,0.3171044202434337,25.87882924079895
GT,sample_z128_y256_x640.npy,..\dataset\NPY\Bentheimer\sample_z128_y256_x640.npy,256x256x256,0.745161235332489,0.254838764667511,True,0.2545250654220581,34,3,1698,2396,2.822143698468787,3.235651586765699,2.0,22,0.12779740871613662,0.3374558303886926,0.10600706713780919,0.4287396937573616,0.30859835100117783,23.007132291793823
GT,sample_z128_y384_x0.npy,..\dataset\NPY\Bentheimer\sample_z128_y384_x0.npy,256x256x256,0.7655724883079529,0.23442751169204712,True,0.23418956995010376,34,3,1645,2319,2.819452887537994,3.127444369521241,2.0,36,0.09848024316109423,0.34711246200607904,0.11367781155015197,0.44072948328267475,0.31550151975683893,21.17690920829773
GT,sample_z128_y384_x128.npy,..\dataset\NPY\Bentheimer\sample_z128_y384_x128.npy,256x256x256,0.7602741718292236,0.23972582817077637,True,0.23950904607772827,34,3,1741,2502,2.87421022400919,3.1954022988505746,2.0,30,0.10051694428489374,0.3475014359563469,0.10511200459506032,0.446869615163699,0.32854681217690984,24.73694348335266
GT,sample_z128_y384_x256.npy,..\dataset\NPY\Bentheimer\sample_z128_y384_x256.npy,256x256x256,0.7578302025794983,0.2421697974205017,True,0.24193072319030762,34,3,1653,2444,2.957047791893527,3.256495669553631,2.0,23,0.09195402298850575,0.3454325468844525,0.10526315789473684,0.4573502722323049,0.3333333333333333,24.015321016311646
GT,sample_z128_y384_x384.npy,..\dataset\NPY\Bentheimer\sample_z128_y384_x384.npy,256x256x256,0.7393232583999634,0.2606767416000366,True,0.26043838262557983,34,3,1487,2092,2.813718897108272,3.0923872875092386,2.0,36,0.09011432414256892,0.38063214525891054,0.1089441829186281,0.4203093476798924,0.3140551445864156,15.901864290237427
GT,sample_z128_y384_x512.npy,..\dataset\NPY\Bentheimer\sample_z128_y384_x512.npy,256x256x256,0.7339847683906555,0.2660152316093445,True,0.2657474875450134,34,3,1551,2231,2.87685364281109,3.2640819312362837,2.0,38,0.11863313990973566,0.34300451321727915,0.10702772404900064,0.43133462282398455,0.31979368149580917,15.989927053451538
GT,sample_z128_y384_x640.npy,..\dataset\NPY\Bentheimer\sample_z128_y384_x640.npy,256x256x256,0.7359889149665833,0.26401108503341675,True,0.26370686292648315,34,3,1592,2254,2.8316582914572863,3.2785454545454544,2.0,21,0.13630653266331658,0.32537688442211055,0.11557788944723618,0.42273869346733667,0.30527638190954776,16.45751190185547
GT,sample_z128_y512_x0.npy,..\dataset\NPY\Bentheimer\sample_z128_y512_x0.npy,256x256x256,0.7622989416122437,0.23770105838775635,True,0.2374744415283203,34,3,1641,2508,3.056672760511883,3.3777777777777778,2.0,41,0.09506398537477148,0.3339427178549665,0.10847044485070079,0.4625228519195612,0.332114564290067,16.363157749176025
GT,sample_z128_y512_x128.npy,..\dataset\NPY\Bentheimer\sample_z128_y512_x128.npy,256x256x256,0.7877506613731384,0.21224933862686157,True,0.21202844381332397,34,3,1989,2933,2.9492207139265965,3.3197509903791738,2.0,26,0.11161387631975868,0.30869783810960283,0.11060834590246355,0.46907993966817496,0.33283056812468576,16.30934429168701
GT,sample_z128_y512_x256.npy,..\dataset\NPY\Bentheimer\sample_z128_y512_x256.npy,256x256x256,0.7518118023872375,0.24818819761276245,True,0.2479703426361084,34,3,1806,2683,2.971207087486157,3.3267203967761936,2.0,22,0.10686600221483943,0.3167220376522702,0.11351052048726468,0.4629014396456257,0.33056478405315615,16.87029218673706
GT,sample_z128_y512_x384.npy,..\dataset\NPY\Bentheimer\sample_z128_y512_x384.npy,256x256x256,0.7204797267913818,0.27952027320861816,True,0.27930814027786255,34,3,1495,2085,2.789297658862876,3.072955047899779,2.0,33,0.09230769230769231,0.3745819397993311,0.11438127090301003,0.4187290969899666,0.3003344481605351,15.629222393035889
GT,sample_z128_y512_x512.npy,..\dataset\NPY\Bentheimer\sample_z128_y512_x512.npy,256x256x256,0.7364360690116882,0.26356393098831177,True,0.2633235454559326,34,3,1595,2269,2.845141065830721,3.2368045649072754,2.0,35,0.12100313479623824,0.3573667711598746,0.10156739811912226,0.4200626959247649,0.30783699059561126,15.210257530212402
GT,sample_z128_y512_x640.npy,..\dataset\NPY\Bentheimer\sample_z128_y512_x640.npy,256x256x256,0.7425702214241028,0.2574297785758972,True,0.2571062445640564,34,3,1626,2239,2.7539975399753995,3.1917320028510336,2.0,22,0.13714637146371464,0.3505535055350554,0.11500615006150061,0.3972939729397294,0.2872078720787208,15.753909349441528
GT,sample_z128_y640_x0.npy,..\dataset\NPY\Bentheimer\sample_z128_y640_x0.npy,256x256x256,0.7445462942123413,0.2554537057876587,True,0.25524622201919556,34,3,1451,2265,3.1219848380427293,3.4085778781038374,2.0,41,0.08407994486560992,0.3507925568573398,0.10613370089593384,0.45899379738111645,0.3390764989662302,13.587798833847046
GT,sample_z128_y640_x128.npy,..\dataset\NPY\Bentheimer\sample_z128_y640_x128.npy,256x256x256,0.7578212022781372,0.2421787977218628,True,0.24197924137115479,34,3,1662,2533,3.0481347773766547,3.3750832778147903,2.0,34,0.09687123947051744,0.3249097472924188,0.11070998796630566,0.4675090252707581,0.33995186522262333,14.530807733535767
GT,sample_z128_y640_x256.npy,..\dataset\NPY\Bentheimer\sample_z128_y640_x256.npy,256x256x256,0.7275068759918213,0.2724931240081787,True,0.27229219675064087,34,3,1594,2313,2.902132998745295,3.219206680584551,2.0,23,0.09849435382685069,0.342534504391468,0.11731493099121706,0.44165621079046424,0.31493099121706397,15.890678405761719
GT,sample_z128_y640_x384.npy,..\dataset\NPY\Bentheimer\sample_z128_y640_x384.npy,256x256x256,0.7134320735931396,0.28656792640686035,True,0.28632479906082153,34,3,1460,1983,2.7164383561643834,3.043745203376823,2.0,27,0.10753424657534247,0.36917808219178083,0.10410958904109589,0.4191780821917808,0.28356164383561644,14.73865032196045
GT,sample_z128_y640_x512.npy,..\dataset\NPY\Bentheimer\sample_z128_y640_x512.npy,256x256x256,0.7277776598930359,0.2722223401069641,True,0.2719360589981079,34,3,1591,2202,2.768070395977373,3.1820809248554913,2.0,27,0.13010685103708358,0.36015084852294155,0.09428032683846638,0.4154619736015085,0.2972972972972973,14.919188022613525
GT,sample_z128_y640_x640.npy,..\dataset\NPY\Bentheimer\sample_z128_y640_x640.npy,256x256x256,0.7469744086265564,0.2530255913734436,True,0.2526930570602417,34,3,1750,2356,2.6925714285714286,3.151839464882943,1.0,26,0.1457142857142857,0.3577142857142857,0.10457142857142857,0.392,0.288,14.844257593154907
GT,sample_z256_y0_x0.npy,..\dataset\NPY\Bentheimer\sample_z256_y0_x0.npy,256x256x256,0.7169689536094666,0.28303104639053345,True,0.2828395962715149,34,3,1627,2488,3.0583896742470804,3.2715318869165024,2.0,34,0.06515058389674247,0.35894283958205286,0.10940381069452981,0.4665027658266749,0.33804548248309774,14.656791687011719
GT,sample_z256_y0_x128.npy,..\dataset\NPY\Bentheimer\sample_z256_y0_x128.npy,256x256x256,0.7296470999717712,0.27035290002822876,True,0.27014654874801636,34,3,1576,2386,3.027918781725888,3.306999306999307,2.0,27,0.08439086294416244,0.3496192893401015,0.10977157360406091,0.45621827411167515,0.3280456852791878,13.903093576431274
GT,sample_z256_y0_x256.npy,..\dataset\NPY\Bentheimer\sample_z256_y0_x256.npy,256x256x256,0.7253965735435486,0.2746034264564514,True,0.2743905186653137,34,3,1513,2174,2.8737607402511567,3.185347985347985,2.0,26,0.09781890284203569,0.36814276272306673,0.11500330469266358,0.419035029742234,0.30006609385327165,14.370672941207886
GT,sample_z256_y0_x384.npy,..\dataset\NPY\Bentheimer\sample_z256_y0_x384.npy,256x256x256,0.6997966766357422,0.3002033233642578,True,0.29996412992477417,34,3,1679,2406,2.865991661703395,3.1145631067961164,2.0,32,0.07980941036331149,0.3895175699821322,0.11078022632519356,0.4198927933293627,0.3049434187016081,14.791432619094849
GT,sample_z256_y0_x512.npy,..\dataset\NPY\Bentheimer\sample_z256_y0_x512.npy,256x256x256,0.7074507474899292,0.2925492525100708,True,0.29230839014053345,34,3,1832,2640,2.8820960698689957,3.2,2.0,27,0.09934497816593886,0.3558951965065502,0.11517467248908297,0.42958515283842796,0.3193231441048035,15.305964231491089
GT,sample_z256_y0_x640.npy,..\dataset\NPY\Bentheimer\sample_z256_y0_x640.npy,256x256x256,0.7364907264709473,0.26350927352905273,True,0.26325756311416626,34,3,2086,2910,2.7900287631831255,3.145945945945946,2.0,24,0.11313518696069032,0.3547459252157239,0.11792905081495686,0.41418983700862894,0.30393096836049854,14.795417547225952
GT,sample_z256_y128_x0.npy,..\dataset\NPY\Bentheimer\sample_z256_y128_x0.npy,256x256x256,0.7276940941810608,0.2723059058189392,True,0.27211523056030273,34,3,1626,2533,3.1156211562115623,3.3661129568106314,2.0,29,0.07441574415744158,0.33579335793357934,0.11193111931119311,0.477859778597786,0.3456334563345633,15.77089548110962
GT,sample_z256_y128_x128.npy,..\dataset\NPY\Bentheimer\sample_z256_y128_x128.npy,256x256x256,0.7234178781509399,0.27658212184906006,True,0.27636176347732544,34,3,1714,2693,3.1423570595099184,3.4547787042976266,2.0,26,0.09043173862310384,0.3313885647607935,0.10385064177362893,0.47432905484247373,0.3483080513418903,14.138528108596802
